,SchoolCode,School Name,Charter School,DASS,ChronicAbsenteeismRate,College Going Rate - Total (12 Months),TOTAL_EL,Percent Eligible FRPM,School Type,Educational Option Type,Met UC/CSU Grad Req's (Rate),Dropout (Rate),Homeless Student Enrollment (Rate),SPED_ENR_N,Stability Rate (percent),CumulativeEnrollment,Total Expulsions,Total Suspensions,STU_TCH_RATIO,Percentage Standard Met and Above,Students Tested with Scores (Rate)
516,120923,Pacheco High,No ,No ,26.3,45.5,237,0.7107246376811595,High Schools (Public),Traditional,47.8,0.9,0.0189291508923742,228,87.5,1849,6,178,20.4,26.97,1.0
517,2434207,Los Banos High,No ,No ,22.9,47.5,174,0.7848347375243033,High Schools (Public),Traditional,39.5,0.8,0.0079413561392791,197,88.2,1637,5,123,21.3,21.45,1.0
518,127373,El Capitan High,No ,No ,24.7,50.9,190,0.762409369771333,High Schools (Public),Traditional,43.6,1.8,0.0539979231568016,160,86.1,1926,2,14,21.3,28.54,0.983490566037736
520,2430098,Golden Valley High,No ,No ,30.2,36.6,252,0.8513302034428795,High Schools (Public),Traditional,35.8,4.5,0.0434362934362934,198,87.5,2072,9,24,21.3,20.09,0.9800884955752212
521,2430205,Buhach Colony High,No ,No ,22.3,41.8,178,0.7846244131455399,High Schools (Public),Traditional,38.0,3.1,0.0282079646017699,192,89.0,1808,4,11,22.5,31.55,0.9765013054830288
522,2430601,Atwater High,No ,No ,20.7,37.7,237,0.8210941350418925,High Schools (Public),Traditional,31.8,3.3,0.0433779418550992,262,87.2,2167,4,10,20.7,22.15,0.9556451612903226
523,2433605,Livingston High,No ,No ,24.6,46.1,200,0.8545765611633875,High Schools (Public),Traditional,36.1,2.0,0.0483210483210483,109,91.0,1221,4,9,21,13.81,0.9962825278810408
524,2435204,Merced High,No ,No ,28.5,35.6,170,0.7941327843540916,High Schools (Public),Traditional,24.1,6.0,0.045367717287488,202,87.2,2094,7,13,22.6,21.08,0.9529914529914528
525,2431807,Gustine High,No ,No ,28.9,43.6,112,0.7947269303201506,High Schools (Public),Traditional,60.2,0.8,0.0202205882352941,49,92.3,544,0,34,19,28.7,1.0
526,2431203,Dos Palos High,No ,No ,27.5,40.7,110,0.8857589984350548,High Schools (Public),Traditional,34.6,0.6,0.0409956076134699,77,86.7,683,0,43,19.6,21.97,0.9777777777777776
528,2430114,Delhi High,No ,No ,19.3,58.8,137,0.9,High Schools (Public),Traditional,47.1,0.0,0.0727513227513227,64,88.9,756,0,60,18.3,20.73,0.9820359281437124
529,2535409,Modoc High,No ,No ,14.2,46.3,2,0.636734693877551,High Schools (Public),Traditional,24.4,0.0,0.0393700787401574,24,90.6,254,0,5,16.3,24.56,0.9827586206896552
530,2635001,Lee Vining High,No ,No ,11.8,,2,0.4,High Schools (Public),Traditional,50.0,9.1,0.0571428571428571,5,100.0,35,0,0,7.4,,1.0
531,2630010,Mammoth High,No ,No ,27.8,56.0,61,0.3848484848484848,High Schools (Public),Traditional,52.3,2.2,0.0426136363636363,40,89.2,352,0,12,15.5,34.85,0.9295774647887324
534,2730414,Carmel High,No ,No ,19.1,81.9,10,0.1512820512820512,High Schools (Public),Traditional,72.9,1.5,0.012531328320802,98,94.4,798,1,10,14,61.49,0.8923076923076924
536,2730174,Greenfield High,No ,No ,12.8,66.2,235,0.7849293563579278,High Schools (Public),Traditional,35.7,3.6,0.1611940298507462,150,89.3,1340,2,247,25.1,21.43,0.9840255591054312
537,2732170,King City High,No ,No ,14.1,70.1,167,0.8215179316096747,High Schools (Public),Traditional,31.4,4.3,0.0378250591016548,204,88.5,1269,0,106,22.4,27.35,0.9645669291338582
538,111435,Marina High,No ,No ,17.3,71.0,101,0.7794729542302358,High Schools (Public),Traditional,77.2,1.3,0.2121212121212121,140,91.2,759,1,58,21.2,,0.5833333333333334
539,2732808,Monterey High,No ,No ,12.0,72.7,102,0.5817273376159886,High Schools (Public),Traditional,88.1,1.5,0.132828630419821,149,93.9,1453,1,86,23.1,,
540,2735348,Seaside High,No ,No ,17.6,67.3,250,0.8443616029822927,High Schools (Public),Traditional,62.6,1.0,0.3049522154648132,150,89.1,1151,4,83,20.6,6.67,0.625
541,2733657,Pacific Grove High,No ,No ,13.0,83.5,12,0.1865942028985507,High Schools (Public),Traditional,41.2,3.8,0.0,86,93.5,571,0,7,16.2,62.75,0.8360655737704918
542,136697,Rancho San Juan High,No ,No ,16.5,75.0,225,0.840625,High Schools (Public),Traditional,63.8,4.6,0.0341578327444051,179,88.4,1698,4,34,20.7,36.45,0.9861751152073732
543,2730109,Alisal High,No ,No ,12.0,82.7,500,0.9522246535375638,High Schools (Public),Traditional,50.1,5.5,0.0616295264623955,266,90.5,2872,6,119,23,37.08,1.0
544,2730166,Everett Alvarez High,No ,No ,17.9,77.7,276,0.9271991911021232,High Schools (Public),Traditional,56.6,4.9,0.0363901018922852,220,90.7,2061,5,113,21.9,30.19,0.9578313253012049
545,2733178,North Salinas High,No ,No ,15.0,73.1,299,0.9349477682811016,High Schools (Public),Traditional,46.6,2.6,0.0802496656263932,200,87.8,2243,5,53,20.2,22.43,0.9861751152073732
546,2734556,Salinas High,No ,No ,12.5,81.7,208,0.7752100840336135,High Schools (Public),Traditional,56.7,3.0,0.0435651478816946,275,90.0,2502,3,105,21.8,45.76,0.9971830985915492
547,2730034,North Monterey County High,No ,No ,29.0,65.4,369,0.8448,High Schools (Public),Traditional,45.3,3.2,0.2405446293494705,193,87.4,1322,1,117,20.6,17.65,0.9807692307692308
548,2730885,Gonzales High,No ,No ,36.4,61.0,232,0.8388814913448736,High Schools (Public),Traditional,43.9,2.4,0.1393548387096774,129,91.2,775,7,111,19.7,20.23,0.9942528735632185
551,2930048,Bear River High,No ,No ,16.1,73.3,6,0.2515060240963855,High Schools (Public),Traditional,10.6,5.3,0.0146198830409356,89,92.4,684,4,45,23.4,46.09,0.992248062015504
552,2935500,Nevada Union High,No ,No ,27.9,67.7,18,0.370275464445868,High Schools (Public),Traditional,27.1,5.8,0.0422705314009661,247,88.3,1656,9,85,20.1,50.86,0.9641873278236914
553,3030038,Cypress High,No ,No ,13.6,86.9,110,0.608193668528864,High Schools (Public),Traditional,75.6,1.8,0.0310469314079422,256,94.0,2770,0,48,27,44.91,0.9845916795069336
554,3030228,Anaheim High,No ,No ,33.0,71.8,874,0.9415073115860516,High Schools (Public),Traditional,75.1,3.0,0.0843499477169745,407,87.0,2869,0,34,23.5,23.21,0.9739837398373984
555,3033057,Katella High,No ,No ,31.7,69.5,640,0.9174548581255374,High Schools (Public),Traditional,59.7,2.7,0.0822758902988129,354,88.8,2443,0,165,24.2,24.52,0.9702602230483272
556,3033115,John F. Kennedy High,No ,No ,18.9,83.9,149,0.6949067070095815,High Schools (Public),Traditional,63.3,0.0,0.0516160154365653,234,92.0,2073,0,54,23.8,41.34,0.9859437751004017
557,3033784,Loara High,No ,No ,33.1,72.2,498,0.9239766081871345,High Schools (Public),Traditional,45.5,0.3,0.0759193357058125,260,85.1,1686,0,71,21.8,17.82,0.9720670391061452
558,3034204,Magnolia High,No ,No ,30.0,59.9,430,0.9067164179104478,High Schools (Public),Traditional,60.0,4.1,0.1115560640732265,250,84.9,1748,0,62,21.7,27.67,0.9492537313432836
559,3036712,Savanna High,No ,No ,23.9,66.9,294,0.8963165075034106,High Schools (Public),Traditional,40.6,2.4,0.0959849435382685,219,86.5,1594,0,37,22.7,22.82,0.9940298507462688
560,3038239,Western High,No ,No ,27.6,65.8,323,0.8990318118948825,High Schools (Public),Traditional,55.6,1.2,0.1164427383237364,214,86.2,1563,0,63,21.9,22.69,0.9844155844155844
561,3030640,Brea Olinda High,No ,No ,10.7,82.2,91,0.4158711217183771,High Schools (Public),Traditional,61.3,4.2,0.0292568753657109,200,95.6,1709,0,64,21.4,55.49,0.9215189873417722
563,3030210,Capistrano Valley High,No ,No ,20.4,86.4,134,0.4053239578101456,High Schools (Public),Traditional,62.0,2.5,0.1094210009813542,319,93.5,2038,5,79,21.8,57.17,0.9769874476987448
564,3030855,Buena Park High,No ,No ,17.2,74.9,361,0.906064209274673,High Schools (Public),Traditional,42.1,1.9,0.0683572216097023,233,84.1,1814,4,186,23.1,20.15,0.9874055415617128
565,3032505,Fullerton Union High,No ,No ,17.9,81.9,181,0.6276595744680851,High Schools (Public),Traditional,44.1,4.5,0.0461615654791771,236,89.0,1993,2,84,26.1,34.65,0.9576837416481068
566,3033362,La Habra High,No ,No ,15.4,74.3,92,0.6512493354598617,High Schools (Public),Traditional,58.7,1.7,0.0257186081694402,241,91.4,1983,0,65,23.6,26.67,0.9860557768924304
567,3037090,Sonora High,No ,No ,11.9,76.2,117,0.6649803260258572,High Schools (Public),Traditional,60.1,1.5,0.0237837837837837,209,91.8,1850,1,64,23.9,38.26,0.9869791666666666
568,3037348,Sunny Hills High,No ,No ,11.5,88.7,130,0.4848095849379546,High Schools (Public),Traditional,74.7,0.8,0.0100125156445556,133,95.5,2397,1,51,25.3,56.23,0.9883527454242927
569,3037496,Troy High,No ,No ,9.7,88.8,94,0.3973642172523962,High Schools (Public),Traditional,78.6,1.1,0.0181102362204724,154,96.6,2540,1,31,23.2,75.31,0.9842657342657344
571,3030434,Bolsa Grande High,No ,No ,13.3,83.5,379,0.8618459729570841,High Schools (Public),Traditional,66.9,7.2,0.0381593714927048,184,91.6,1782,0,82,20.8,47.93,0.9931350114416476
572,3032752,Garden Grove High,No ,No ,13.0,76.2,388,0.8226256983240223,High Schools (Public),Traditional,68.2,5.7,0.0320998662505572,205,92.5,2243,0,117,22.7,46.73,0.9674329501915708
573,3033578,La Quinta High,No ,No ,9.8,89.0,295,0.7618814306712396,High Schools (Public),Traditional,77.6,3.7,0.0346958174904942,161,95.2,2104,0,82,23.7,61.76,0.9819277108433736
574,3033933,Los Amigos High,No ,No ,19.4,73.5,472,0.9237762237762238,High Schools (Public),Traditional,60.6,7.1,0.0367156208277703,266,89.8,1498,0,116,20.2,33.72,0.9578651685393258
575,3035581,Pacifica High,No ,No ,9.6,86.8,85,0.5116279069767442,High Schools (Public),Traditional,69.8,3.2,0.0172824791418355,193,94.7,1678,0,32,22.2,46.24,0.9562982005141388
576,3035706,Rancho Alamitos High,No ,No ,17.0,73.3,360,0.8658790826963169,High Schools (Public),Traditional,58.9,5.1,0.0579987253027406,253,88.1,1569,0,75,19.7,35.77,0.9833795013850416
577,3036555,Santiago High,No ,No ,17.8,70.7,518,0.9212740384615384,High Schools (Public),Traditional,56.3,7.8,0.0356133408705483,227,89.5,1769,1,73,20,38.85,0.9896103896103896
578,3030145,Ocean View High,No ,No ,30.0,69.6,258,0.7816291161178509,High Schools (Public),Traditional,46.4,2.7,0.2847626977518734,228,90.8,1201,0,56,19,24.22,0.9863481228668942
580,3031895,Edison High,No ,No ,16.4,87.6,76,0.2733040507564666,High Schools (Public),Traditional,65.9,0.2,0.0047732696897374,343,94.7,2095,0,38,21.7,47.26,0.9842696629213484
581,3032158,Fountain Valley High,No ,No ,10.2,90.5,186,0.5247555976032797,High Schools (Public),Traditional,68.9,0.6,0.0212765957446808,228,95.4,3243,4,68,27.4,61.03,0.9450686641697876
582,3032943,Huntington Beach High,No ,No ,19.1,86.6,69,0.3376181474480151,High Schools (Public),Traditional,69.5,1.4,0.0280339358170416,177,93.7,2711,1,24,23.4,54.74,0.968895800933126
583,3034410,Marina High,No ,No ,19.8,81.9,110,0.4677015523284927,High Schools (Public),Traditional,54.8,2.4,0.0281964025279533,209,93.3,2057,3,80,22.5,46.19,0.979253112033195
584,3038445,Westminster High,No ,No ,16.6,75.2,593,0.8592328983788059,High Schools (Public),Traditional,51.6,1.9,0.1319758672699849,318,90.2,2652,5,108,23.3,44.73,0.9476268412438624
585,3033206,Laguna Beach High,No ,No ,14.0,87.7,14,0.1705521472392638,High Schools (Public),Traditional,86.6,0.5,0.0071942446043165,73,95.9,834,0,29,17.5,56.93,0.9395348837209302
587,3035045,Newport Harbor High,No ,No ,15.0,83.8,160,0.4265834932821497,High Schools (Public),Traditional,60.5,1.9,0.0365402405180388,253,93.2,2162,0,39,22.4,46.06,0.951310861423221
589,3030046,Canyon High,No ,No ,17.2,87.3,43,0.315162620247366,High Schools (Public),Traditional,74.1,0.8,0.0088613203367301,206,94.2,2257,0,26,26,47.32,0.9765342960288808
590,3031952,El Modena High,No ,No ,20.1,74.5,156,0.6902506963788301,High Schools (Public),Traditional,51.2,0.9,0.0318471337579617,222,92.2,1884,0,20,21.5,45.11,0.989010989010989
591,3035409,Orange High,No ,No ,29.8,66.7,355,0.8692129629629629,High Schools (Public),Traditional,43.0,0.7,0.0403489640130861,286,88.3,1834,0,109,20.9,24.94,0.9794520547945206
592,3038098,Villa Park High,No ,No ,16.7,78.1,168,0.5615422639644093,High Schools (Public),Traditional,54.5,0.4,0.0116986429574169,231,92.3,2137,0,32,24.8,41.05,0.980276134122288
593,119404,Yorba Linda High,No ,No ,13.5,84.9,59,0.2801961986511342,High Schools (Public),Traditional,72.2,1.5,0.0383693045563549,123,95.3,1668,0,10,25.6,55.37,0.9403669724770642
594,3030053,Esperanza High,No ,No ,18.0,81.4,78,0.4493898061737257,High Schools (Public),Traditional,55.5,1.1,0.1146853146853146,184,93.8,1430,0,9,21.5,45.4,0.93048128342246
595,3031929,El Dorado High,No ,No ,13.1,83.2,93,0.3553553553553553,High Schools (Public),Traditional,62.8,1.4,0.1191634241245136,210,93.5,2056,0,21,25,50.32,0.9403578528827038
596,3038023,Valencia High,No ,No ,18.2,81.5,296,0.6727498963085856,High Schools (Public),Traditional,58.1,2.0,0.3081232492997199,251,92.6,2499,0,67,22,45.22,0.9812286689419796
597,108365,Segerstrom High,No ,No ,15.6,88.0,317,0.8055555555555556,High Schools (Public),Traditional,64.2,0.7,0.0735233374638579,221,94.7,2421,0,103,24,34.63,0.9919354838709676
598,114736,Hector G. Godinez,No ,No ,11.9,85.1,290,0.8915234143449912,High Schools (Public),Traditional,68.1,0.7,0.1756756756756756,152,96.9,1702,0,8,19.2,27.72,0.9974160206718348
599,3030491,Century High,No ,No ,27.7,60.9,576,0.8959842001316656,High Schools (Public),Traditional,39.6,8.5,0.2065961418792781,439,84.7,1607,0,209,16.4,13.52,0.9695121951219512
601,3036357,Santa Ana High,No ,No ,25.5,69.4,885,0.906187624750499,High Schools (Public),Traditional,43.1,4.2,0.1431826813520698,385,88.0,2633,0,191,19.7,17.42,0.9804270462633452
602,3036456,Valley High,No ,No ,27.0,69.8,762,0.9140461215932912,High Schools (Public),Traditional,36.1,5.0,0.3143282102131879,359,87.1,2017,0,151,18,21.04,0.9778761061946902
603,3030061,El Toro High,No ,No ,19.0,79.7,259,0.5021030494216614,High Schools (Public),Traditional,52.4,2.5,0.0655572365103378,241,91.8,1983,0,13,21.4,42.86,0.9774774774774776
604,3030244,Laguna Hills High,No ,No ,15.8,80.2,204,0.5854214123006833,High Schools (Public),Traditional,58.3,1.2,0.1016949152542373,183,92.8,1357,1,21,21.2,36.34,0.9502762430939228
605,3030392,Trabuco Hills High,No ,No ,19.9,87.3,140,0.3725252525252525,High Schools (Public),Traditional,57.8,0.8,0.0188679245283018,276,93.5,2544,5,39,23.1,50.09,0.9584717607973422
606,3034956,Mission Viejo High,No ,No ,14.5,81.4,109,0.4093231162196679,High Schools (Public),Traditional,60.5,0.5,0.0495716034271725,151,91.7,1634,3,16,22.1,55.52,0.987878787878788
608,102871,Arnold O. Beckman High,No ,No ,11.2,91.0,229,0.4448847262247838,High Schools (Public),Traditional,73.7,0.6,0.010482180293501,308,93.9,2862,1,72,26.4,64.2,0.9470672389127324
609,3032109,Foothill High,No ,No ,10.2,85.5,133,0.477892756349953,High Schools (Public),Traditional,78.1,0.4,0.0151168117269812,288,94.0,2183,1,41,25.1,50.5,0.9401869158878504
610,3037553,Tustin High,No ,No ,14.4,73.4,375,0.8684695759065765,High Schools (Public),Traditional,52.9,1.8,0.0500290866783013,257,88.9,1719,1,56,24,31.13,0.9760765550239234
611,133405,Portola High,No ,No ,10.8,91.6,190,0.1763832157445228,High Schools (Public),Traditional,77.3,2.2,0.0039596832253419,177,94.5,2778,0,33,26.6,58.27,0.9892966360856268
612,3030152,Irvine High,No ,No ,8.4,90.0,140,0.2255600814663951,High Schools (Public),Traditional,72.5,3.1,0.0029426189308484,207,93.5,2039,2,34,24.4,50.46,0.9842696629213484
613,3030285,Woodbridge High,No ,No ,10.9,89.8,169,0.2446236559139785,High Schools (Public),Traditional,71.9,3.1,0.0008680555555555,194,94.2,2304,0,7,24.1,64.58,0.9890510948905108
614,3030657,Northwood High,No ,No ,7.7,86.6,147,0.1876114081996435,High Schools (Public),Traditional,65.4,1.1,0.0004312203536006,114,94.5,2319,0,21,26.3,68.53,0.98932384341637
615,3035102,University High,No ,No ,10.5,88.5,164,0.2301690507152145,High Schools (Public),Traditional,69.2,1.4,0.0033361134278565,151,92.6,2398,0,30,26.3,60.86,0.9946428571428572
617,3033917,Los Alamitos High,No ,No ,16.4,89.9,30,0.1643224699828473,High Schools (Public),Traditional,82.0,2.4,0.0003364737550471,238,96.5,2972,0,71,25.2,47.65,0.9915134370579916
618,138081,Maidu Virtual Charter Academy,Yes,No ,44.8,29.0,4,0.4385964912280701,High Schools (Public),Traditional,8.6,10.1,0.0140845070422535,10,38.0,213,0,1,15,13.56,0.9076923076923076
619,3131851,Colfax High,No ,No ,11.0,71.2,7,0.2127659574468085,High Schools (Public),Traditional,79.6,0.0,0.0238473767885532,62,92.3,629,1,56,22,51.77,1.0
620,3132453,Del Oro High,No ,No ,9.3,78.8,17,0.1285189718482252,High Schools (Public),Traditional,76.7,0.5,0.0269461077844311,128,92.5,1670,4,58,24.4,47.7,0.9761904761904762
621,3135704,Placer High,No ,No ,17.1,70.9,98,0.2988142292490118,High Schools (Public),Traditional,66.9,3.2,0.0391861341371514,195,91.0,1327,1,73,22.3,43.28,0.967509025270758
622,116459,Antelope High,No ,No ,13.6,78.0,203,0.6732564524986271,High Schools (Public),Traditional,68.9,2.1,0.0879703232644409,123,90.1,1887,4,112,23.9,43.5,0.9911111111111112
623,139840,West Park High,No ,No ,9.6,84.2,77,0.3006253006253006,High Schools (Public),Traditional,69.0,3.9,0.0086363636363636,126,90.8,2200,2,94,23.8,50.53,0.997872340425532
625,3130176,Woodcreek High,No ,No ,9.9,83.0,92,0.3835051546391753,High Schools (Public),Traditional,65.8,2.8,0.0477849676455948,161,92.4,2009,0,94,22.4,56.06,0.868421052631579
626,3130184,Granite Bay High,No ,No ,7.3,89.4,67,0.25,High Schools (Public),Traditional,66.0,2.3,0.0062439961575408,133,93.3,2082,0,34,23.1,54.99,0.9859437751004017
627,3135308,Oakmont High,No ,No ,14.1,80.4,90,0.4604651162790698,High Schools (Public),Traditional,70.5,7.5,0.0234776228906823,140,88.5,1363,0,66,20.1,50.18,0.9823943661971832
628,3136504,Roseville High,No ,No ,14.6,79.3,119,0.5058905058905059,High Schools (Public),Traditional,67.3,7.6,0.037012987012987,139,89.5,1540,0,79,21.9,30.22,0.9732620320855616
629,3130010,North Tahoe High,No ,No ,15.7,67.3,37,0.3611111111111111,High Schools (Public),Traditional,66.1,0.0,0.0337552742616033,53,96.0,474,0,2,17.1,34.43,0.9838709677419356
630,3138500,Tahoe Truckee High,No ,No ,11.8,75.5,53,0.2811466372657111,High Schools (Public),Traditional,62.0,1.5,0.0086486486486486,115,91.0,925,0,31,20.1,,0.4444444444444444
631,140541,Twelve Bridges High,No ,No ,17.6,,44,0.2034927866362946,High Schools (Public),Traditional,66.4,2.8,0.0229799851742031,136,94.7,1349,1,31,22.5,,0.8888888888888888
632,3134657,Lincoln High,No ,No ,17.3,69.4,108,0.4214527027027027,High Schools (Public),Traditional,58.1,3.6,0.0652173913043478,180,90.5,1242,5,94,20.9,32.34,0.9817518248175182
633,3130150,Rocklin High,No ,No ,9.9,84.4,49,0.1988636363636363,High Schools (Public),Traditional,76.7,0.4,0.0111618467782851,261,95.1,1971,0,104,22,56.8,0.9891540130151844
634,125732,Hillcrest High,No ,No ,20.1,53.2,207,0.7561797752808989,High Schools (Public),Traditional,63.9,1.0,0.0889008620689655,213,91.3,1856,8,59,24,32.94,0.9815242494226328
635,3330008,La Sierra High,No ,No ,27.1,55.1,339,0.8791281373844122,High Schools (Public),Traditional,53.5,3.4,0.1035120147874306,221,87.4,1623,3,91,21.2,21.45,0.9847328244274808
636,3334299,Norte Vista High,No ,No ,27.8,50.3,465,0.9201773835920176,High Schools (Public),Traditional,39.4,2.6,0.1207349081364829,254,88.8,1905,11,85,20.8,19.48,0.988262910798122
637,3330479,Beaumont Senior High,No ,No ,24.2,62.6,225,0.6367052023121387,High Schools (Public),Traditional,47.2,1.3,0.0393574297188755,496,83.0,3735,5,72,24.6,37.11,0.9767103347889374
638,110627,Eleanor Roosevelt High,No ,No ,10.4,69.5,284,0.6623018607856651,High Schools (Public),Traditional,71.7,0.3,0.0071989528795811,416,91.5,4584,4,171,25.7,46.07,0.9613259668508288
640,3330446,Centennial High,No ,No ,14.9,57.7,283,0.8126843657817109,High Schools (Public),Traditional,56.5,1.2,0.0172592336900241,317,87.2,2897,7,106,24.4,39.18,0.9791332263242376
641,3330701,Santiago High,No ,No ,18.4,71.5,171,0.6323734973441432,High Schools (Public),Traditional,70.4,1.4,0.0085630184640085,399,91.8,3737,6,125,25.3,49.03,0.9572254335260116
642,3331600,Corona High,No ,No ,18.1,55.5,294,0.8634590377113134,High Schools (Public),Traditional,43.5,2.0,0.0198300283286118,355,87.0,2471,3,93,23.7,32.55,0.986460348162476
643,3334232,Norco High,No ,No ,19.4,54.3,135,0.718011811023622,High Schools (Public),Traditional,48.9,2.3,0.0146991272393201,291,87.0,2177,3,99,23.7,34.22,0.986842105263158
644,118885,Shadow Hills High,No ,No ,29.3,66.8,234,0.8006060606060607,High Schools (Public),Traditional,72.3,1.5,0.028735632183908,232,89.3,1740,0,114,23.6,30.92,0.9917127071823204
645,3330388,Palm Desert High,No ,No ,23.4,79.0,110,0.6017316017316018,High Schools (Public),Traditional,80.2,0.2,0.0087759815242494,210,90.3,2165,1,138,26,43.69,0.9797160243407708
646,3330669,La Quinta High,No ,No ,27.3,74.5,181,0.7439175257731959,High Schools (Public),Traditional,73.6,0.7,0.0135566188197767,295,90.8,2508,0,102,24.8,31.2,0.9945553539019965
647,3333192,Indio High,No ,No ,43.7,63.1,474,0.9383282364933742,High Schools (Public),Traditional,54.2,5.6,0.0467863894139886,292,84.3,2116,3,213,23.9,18.58,0.981981981981982
648,113159,Tahquitz High,No ,No ,38.0,52.9,198,0.8568994889267462,High Schools (Public),Traditional,71.8,1.7,0.033265097236438,320,81.9,1954,4,33,21.1,18.43,0.99
649,114157,Patriot High,No ,No ,27.0,55.6,452,0.7444768653605669,High Schools (Public),Traditional,61.4,2.9,0.0158102766798418,325,87.9,2530,7,112,24.1,21.18,0.9928698752228164
650,3330412,Jurupa Valley High,No ,No ,33.0,48.4,375,0.815711754282339,High Schools (Public),Traditional,57.3,3.3,0.017051705170517,218,86.7,1818,2,27,23.6,20.63,0.9767441860465116
651,3337136,Rubidoux High,No ,No ,34.3,48.0,316,0.8856235107227959,High Schools (Public),Traditional,42.6,4.3,0.0145772594752186,198,84.5,1372,10,58,20.8,11.88,0.9886363636363636
652,3330396,Canyon Springs High,No ,No ,28.9,50.3,245,0.8334073745002222,High Schools (Public),Traditional,54.7,2.3,0.0188447357640311,342,83.3,2441,2,70,21.9,17.16,0.9620493358633776
653,3330438,Valley View High,No ,No ,25.0,56.2,260,0.8151167098925528,High Schools (Public),Traditional,55.2,1.2,0.0217541436464088,378,86.0,2896,0,1,21.8,23.29,0.964527027027027
654,3331071,Vista del Lago High,No ,No ,25.5,51.8,306,0.8778586278586279,High Schools (Public),Traditional,42.8,3.1,0.0258458646616541,321,82.7,2128,0,30,20.3,12.04,0.9851694915254238
655,3333770,Moreno Valley High,No ,No ,30.1,53.0,448,0.9248692344270092,High Schools (Public),Traditional,49.5,4.9,0.0283383426363246,368,82.1,2329,0,117,20,14.11,0.9783037475345168
656,3331014,Nuview Bridge Early College High,Yes,No ,14.9,63.6,46,0.7571214392803598,High Schools (Public),Traditional,59.4,0.0,0.0683760683760683,32,91.7,702,0,12,25.1,29.76,1.0
657,127316,Rancho Mirage High,No ,No ,28.4,63.2,252,0.9521770164168452,High Schools (Public),Traditional,64.7,1.0,0.0931923331130204,138,86.5,1513,0,137,20.5,19.41,0.99672131147541
658,3330578,Cathedral City High,No ,No ,29.3,64.9,337,0.9550224887556222,High Schools (Public),Traditional,65.5,1.5,0.080028328611898,149,86.0,1412,1,105,20,21.9,0.9963636363636365
659,3330818,Desert Hot Springs High,No ,No ,42.9,51.0,414,0.960877296976882,High Schools (Public),Traditional,53.4,6.3,0.086038961038961,281,81.0,1848,6,145,20.6,12.22,0.9569230769230768
660,3335130,Palm Springs High,No ,No ,31.8,65.7,233,0.957247828991316,High Schools (Public),Traditional,59.3,2.8,0.079696394686907,148,87.8,1581,0,72,21,23.58,0.9887640449438202
661,3335759,Palo Verde High,No ,No ,33.9,69.1,44,0.768918918918919,High Schools (Public),Traditional,28.9,4.9,0.0231065468549422,113,87.5,779,4,99,21.2,16.03,0.81875
662,113191,Heritage High,No ,No ,31.4,53.8,307,0.8085836909871245,High Schools (Public),Traditional,52.4,6.1,0.0243328100470957,371,85.9,2548,6,90,23.9,17.23,0.9759704251386322
663,140491,Liberty High,No ,No ,21.4,,87,0.5344895545920378,High Schools (Public),Traditional,63.1,1.8,0.0216730038022813,370,90.0,2630,3,53,25,35.89,0.9795221843003412
664,3330727,Paloma Valley High,No ,No ,22.7,65.5,129,0.6349014877362283,High Schools (Public),Traditional,66.7,1.5,0.0178306092124814,382,86.2,2692,5,95,23,30.0,0.9908256880733946
665,3335973,Perris High,No ,No ,35.3,47.8,565,0.9527671755725192,High Schools (Public),Traditional,46.4,6.9,0.0473595976529756,345,77.0,2386,11,75,23.7,13.38,0.9573033707865168
666,3330024,Arlington High,No ,No ,17.4,61.0,302,0.8088541666666667,High Schools (Public),Traditional,54.1,2.5,0.061515748031496,286,87.0,2032,6,106,22.6,20.31,0.9956043956043956
667,3330859,Martin Luther King Jr. High,No ,No ,13.6,71.2,114,0.5472397184142275,High Schools (Public),Traditional,69.6,1.4,0.0246252676659528,266,92.1,2802,6,111,23.7,36.31,0.9643916913946587
668,3334406,John W. North High,No ,No ,23.2,58.5,337,0.8791645947289906,High Schools (Public),Traditional,50.5,3.0,0.0564031437817845,298,85.9,2163,14,198,22.9,22.13,0.987152034261242
669,3336237,Polytechnic High,No ,No ,22.1,69.0,240,0.7037037037037037,High Schools (Public),Traditional,61.7,2.0,0.0585789871504157,264,88.4,2646,12,174,23.8,36.66,0.9918831168831168
670,3336492,Ramona High,No ,No ,19.6,61.9,342,0.8627450980392157,High Schools (Public),Traditional,60.4,1.7,0.0486080424215642,256,89.2,2263,3,142,23,20.55,0.9941060903732808
671,3331006,Mountain Heights Academy,No ,No ,51.2,35.9,11,0.912,High Schools (Public),Traditional,30.0,9.1,0.0180995475113122,19,39.1,221,0,0,28.4,16.67,0.9642857142857144
672,3337656,San Jacinto High,No ,No ,23.7,56.3,301,0.8994974874371859,High Schools (Public),Traditional,61.3,3.1,0.0321856287425149,419,80.2,2672,4,130,19.3,19.58,0.979591836734694
673,100255,Desert Mirage High,No ,No ,40.5,58.5,503,0.9728,High Schools (Public),Traditional,45.5,3.4,0.0460759493670886,281,89.4,1975,2,134,22,8.46,0.9392523364485982
674,3330990,Coachella Valley High,No ,No ,42.2,66.7,495,0.9034782608695652,High Schools (Public),Traditional,52.6,2.9,0.0414443988510463,253,89.1,2437,1,111,20.3,9.7,0.9674329501915708
